"age_binned" "mean" "startTime" "endTime"
"4509" "(12,24]" 0.0500359756673767 400 2400
"4510" "(24,36]" 0.0712160273048748 400 2400
"4511" "(36,48]" 0.089231758256632 400 2400
"4512" "(48,60]" 0.0301426565595591 400 2400
"4513" "(12,24]" 0.0507471312957554 400 2450
"4514" "(24,36]" 0.0715660653809706 400 2450
"4515" "(36,48]" 0.0899739563694025 400 2450
"4516" "(48,60]" 0.0325912384998793 400 2450
"4517" "(12,24]" 0.0506310455351138 400 2500
"4518" "(24,36]" 0.0715433769249701 400 2500
"4519" "(36,48]" 0.09241524626708 400 2500
"4520" "(48,60]" 0.0336735552843342 400 2500
"4521" "(12,24]" 0.0403744711760979 400 2550
"4522" "(24,36]" 0.0753147112876766 400 2550
"4523" "(36,48]" 0.0943337670922011 400 2550
"4524" "(48,60]" 0.0333819331076339 400 2550
"4525" "(12,24]" 0.0421136358555128 400 2600
"4526" "(24,36]" 0.0757724962777801 400 2600
"4527" "(36,48]" 0.0990473137966175 400 2600
"4528" "(48,60]" 0.035984691688368 400 2600
"4529" "(12,24]" 0.0427822613823361 400 2650
"4530" "(24,36]" 0.0732624905007703 400 2650
"4531" "(36,48]" 0.0998699530812391 400 2650
"4532" "(48,60]" 0.0396669551618853 400 2650
"4533" "(12,24]" 0.043688923201628 400 2700
"4534" "(24,36]" 0.0734557437034536 400 2700
"4535" "(36,48]" 0.0999033516522749 400 2700
"4536" "(48,60]" 0.0414063831893709 400 2700
"4537" "(12,24]" 0.0464405906842359 400 2750
"4538" "(24,36]" 0.0731517645826026 400 2750
"4539" "(36,48]" 0.101388099184824 400 2750
"4540" "(48,60]" 0.0417843444402193 400 2750
"4541" "(12,24]" 0.0465705188468145 400 2800
"4542" "(24,36]" 0.0732380714061269 400 2800
"4543" "(36,48]" 0.102254334786736 400 2800
"4544" "(48,60]" 0.0422815288476284 400 2800
"4545" "(12,24]" 0.0465350868092183 400 2850
"4546" "(24,36]" 0.0722564294015672 400 2850
"4547" "(36,48]" 0.102702490134927 400 2850
"4548" "(48,60]" 0.0448041089142034 400 2850
"4549" "(12,24]" 0.0451212143051691 400 2900
"4550" "(24,36]" 0.071942095951208 400 2900
"4551" "(36,48]" 0.103676621567135 400 2900
"4552" "(48,60]" 0.0457717440809407 400 2900
"4553" "(12,24]" 0.0457556957964685 400 2950
"4554" "(24,36]" 0.074241032316415 400 2950
"4555" "(36,48]" 0.104735653262144 400 2950
"4556" "(48,60]" 0.0465234058805197 400 2950
"4557" "(12,24]" 0.0469710435862276 400 3000
"4558" "(24,36]" 0.0746698416802696 400 3000
"4559" "(36,48]" 0.106421848308538 400 3000
"4560" "(48,60]" 0.0463371411543579 400 3000
"4561" "(12,24]" 0.047026458947242 400 3050
"4562" "(24,36]" 0.0754054063038649 400 3050
"4563" "(36,48]" 0.106819693572952 400 3050
"4564" "(48,60]" 0.0518920787422728 400 3050
"4565" "(12,24]" 0.0458293405612126 400 3100
"4566" "(24,36]" 0.0733169426108595 400 3100
"4567" "(36,48]" 0.107987650807048 400 3100
"4568" "(48,60]" 0.0541639043715747 400 3100
"4569" "(12,24]" 0.0436119897644128 400 3150
"4570" "(24,36]" 0.0742356268944602 400 3150
"4571" "(36,48]" 0.109635857397956 400 3150
"4572" "(48,60]" 0.0745903471727473 400 3150
"4573" "(12,24]" 0.0514170833462484 400 3200
"4574" "(24,36]" 0.0732571012570072 400 3200
"4575" "(36,48]" 0.112106682884312 400 3200
"4576" "(48,60]" 0.0771966670994286 400 3200
"4577" "(12,24]" 0.0517900621868579 400 3250
"4578" "(24,36]" 0.071402054670794 400 3250
"4579" "(36,48]" 0.112051413190728 400 3250
"4580" "(48,60]" 0.078741856101776 400 3250
"4581" "(12,24]" 0.0510803728958373 400 3300
"4582" "(24,36]" 0.0674754785087299 400 3300
"4583" "(36,48]" 0.113939285672135 400 3300
"4584" "(48,60]" 0.0811117250063084 400 3300
"4585" "(12,24]" 0.051522244632482 400 3350
"4586" "(24,36]" 0.0660091926562759 400 3350
"4587" "(36,48]" 0.115842510978917 400 3350
"4588" "(48,60]" 0.0831955855117724 400 3350
"4589" "(12,24]" 0.054511892406189 400 3400
"4590" "(24,36]" 0.0631393010841823 400 3400
"4591" "(36,48]" 0.11668430690339 400 3400
"4592" "(48,60]" 0.0853036189269789 400 3400
"4593" "(12,24]" 0.0545371259158271 400 3450
"4594" "(24,36]" 0.0652407087990319 400 3450
"4595" "(36,48]" 0.117724808799589 400 3450
"4596" "(48,60]" 0.0845110672698114 400 3450
"4597" "(12,24]" 0.0541824021813315 400 3500
"4598" "(24,36]" 0.0664897768443872 400 3500
"4599" "(36,48]" 0.118489561862072 400 3500
"4600" "(48,60]" 0.0851534290505747 400 3500
"4601" "(12,24]" 0.0546560597915319 400 3550
"4602" "(24,36]" 0.0661730837154142 400 3550
"4603" "(36,48]" 0.118621511817661 400 3550
"4604" "(48,60]" 0.0860887753306922 400 3550
"4605" "(12,24]" 0.0552122119364201 400 3600
"4606" "(24,36]" 0.0628064783729373 400 3600
"4607" "(36,48]" 0.119669178263444 400 3600
"4608" "(48,60]" 0.0886056054194915 400 3600
"4609" "(12,24]" 0.0571215478728778 400 3650
"4610" "(24,36]" 0.0616075788802127 400 3650
"4611" "(36,48]" 0.120648242235982 400 3650
"4612" "(48,60]" 0.0888523110748658 400 3650
"4613" "(12,24]" 0.0573351928106611 400 3700
"4614" "(24,36]" 0.0636922166787547 400 3700
"4615" "(36,48]" 0.120725052389439 400 3700
"4616" "(48,60]" 0.088253179576978 400 3700
"4617" "(12,24]" 0.0549449816851572 400 3750
"4618" "(24,36]" 0.0644072492714688 400 3750
"4619" "(36,48]" 0.121418796662215 400 3750
"4620" "(48,60]" 0.0885970136588877 400 3750
"4621" "(12,24]" 0.042332408676766 400 3800
"4622" "(24,36]" 0.0644229795171144 400 3800
"4623" "(36,48]" 0.120972454380077 400 3800
"4624" "(48,60]" 0.0867562395967367 400 3800
"4625" "(12,24]" 0.0420069896218134 400 3850
"4626" "(24,36]" 0.0643203688589647 400 3850
"4627" "(36,48]" 0.122348880104499 400 3850
"4628" "(48,60]" 0.0850636135723477 400 3850
"4629" "(12,24]" 0.0432174497826662 400 3900
"4630" "(24,36]" 0.064481042730262 400 3900
"4631" "(36,48]" 0.123276360326374 400 3900
"4632" "(48,60]" 0.0830400219619656 400 3900
"4633" "(12,24]" 0.0403963862737898 400 3950
"4634" "(24,36]" 0.0659618080947774 400 3950
"4635" "(36,48]" 0.123733702522217 400 3950
"4636" "(48,60]" 0.0805379163949394 400 3950
"4637" "(12,24]" 0.0443364604943379 400 4000
"4638" "(24,36]" 0.0670011794388622 400 4000
"4639" "(36,48]" 0.124581447436933 400 4000
"4640" "(48,60]" 0.0786123744663472 400 4000
"4641" "(12,24]" 0.00176287716229313 450 550
"4642" "(24,36]" -0.0280058601883837 450 550
"4643" "(36,48]" -0.00531574831451528 450 550
"4644" "(48,60]" 0.014544905026628 450 550
"4645" "(12,24]" 0.00993313948923743 450 600
"4646" "(24,36]" -0.0256349971953861 450 600
"4647" "(36,48]" 0.000682723632877562 450 600
"4648" "(48,60]" -0.00500229604127732 450 600
"4649" "(12,24]" 0.0115725867381212 450 650
"4650" "(24,36]" -0.0257214527710104 450 650
"4651" "(36,48]" 0.001513110151776 450 650
"4652" "(48,60]" -0.00268173266678037 450 650
"4653" "(12,24]" 0.00872742702290235 450 700
"4654" "(24,36]" -0.0244305321587627 450 700
"4655" "(36,48]" 0.00677341178770707 450 700
"4656" "(48,60]" 0.00834766048148934 450 700
"4657" "(12,24]" 0.0165405189875041 450 750
"4658" "(24,36]" -0.0259298459546489 450 750
"4659" "(36,48]" 0.0131483615145647 450 750
"4660" "(48,60]" 0.00897056962777022 450 750
"4661" "(12,24]" 0.0205331935484637 450 800
"4662" "(24,36]" -0.020965069136184 450 800
"4663" "(36,48]" 0.0149200991283483 450 800
"4664" "(48,60]" 0.00900656778260839 450 800
"4665" "(12,24]" 0.0228240531527033 450 850
"4666" "(24,36]" -0.0153559307804833 450 850
"4667" "(36,48]" 0.0164471299321641 450 850
"4668" "(48,60]" 0.0184069356731983 450 850
"4669" "(12,24]" 0.0254851440382998 450 900
"4670" "(24,36]" -0.0163162470934705 450 900
"4671" "(36,48]" 0.0195748897182359 450 900
"4672" "(48,60]" 0.0186271005224265 450 900
"4673" "(12,24]" 0.0361202521887639 450 950
"4674" "(24,36]" -0.0128908342164296 450 950
"4675" "(36,48]" 0.0232327761519634 450 950
"4676" "(48,60]" 0.0210715197337622 450 950
"4677" "(12,24]" 0.0430747003843833 450 1000
"4678" "(24,36]" -0.0101665039115782 450 1000
"4679" "(36,48]" 0.0276407609760171 450 1000
"4680" "(48,60]" 0.0202850447369872 450 1000
"4681" "(12,24]" 0.0415038958796411 450 1050
"4682" "(24,36]" 4.71050465200595e-06 450 1050
"4683" "(36,48]" 0.0308506246886652 450 1050
"4684" "(48,60]" 0.0173826252989602 450 1050
"4685" "(12,24]" 0.0409195895891875 450 1100
"4686" "(24,36]" 0.00374221276139449 450 1100
"4687" "(36,48]" 0.0350536730841676 450 1100
"4688" "(48,60]" 0.0210024620553819 450 1100
"4689" "(12,24]" 0.0488348571006976 450 1150
"4690" "(24,36]" 0.00890737470821164 450 1150
"4691" "(36,48]" 0.0347514457422583 450 1150
"4692" "(48,60]" 0.0128776531024367 450 1150
"4693" "(12,24]" 0.0498662521453204 450 1200
"4694" "(24,36]" 0.0135696011271436 450 1200
"4695" "(36,48]" 0.040107960135999 450 1200
"4696" "(48,60]" 0.0156728620843198 450 1200
"4697" "(12,24]" 0.0563507088700328 450 1250
"4698" "(24,36]" 0.0170153188898992 450 1250
"4699" "(36,48]" 0.0450677035326274 450 1250
"4700" "(48,60]" 0.0154763430051586 450 1250
"4701" "(12,24]" 0.0557217445510816 450 1300
"4702" "(24,36]" 0.0187451921729528 450 1300
"4703" "(36,48]" 0.0494323108130401 450 1300
"4704" "(48,60]" 0.0163846761646659 450 1300
"4705" "(12,24]" 0.0562103610560395 450 1350
"4706" "(24,36]" 0.0209278524206831 450 1350
"4707" "(36,48]" 0.0523286398199397 450 1350
"4708" "(48,60]" 0.0138378912094231 450 1350
"4709" "(12,24]" 0.0393004644029249 450 1400
"4710" "(24,36]" 0.0239148604002556 450 1400
"4711" "(36,48]" 0.0567460095797942 450 1400
"4712" "(48,60]" 0.0129314229748197 450 1400
"4713" "(12,24]" 0.0384996814863819 450 1450
"4714" "(24,36]" 0.0266036442616805 450 1450
"4715" "(36,48]" 0.0606566272916975 450 1450
"4716" "(48,60]" 0.0135242506033071 450 1450
"4717" "(12,24]" 0.0431037262839384 450 1500
"4718" "(24,36]" 0.0292831266441263 450 1500
"4719" "(36,48]" 0.0635155679636646 450 1500
"4720" "(48,60]" 0.0119124387211085 450 1500
"4721" "(12,24]" 0.0459898959136888 450 1550
"4722" "(24,36]" 0.0335514735601185 450 1550
"4723" "(36,48]" 0.0671986264330697 450 1550
"4724" "(48,60]" 0.0156894453830632 450 1550
"4725" "(12,24]" 0.0447007784962246 450 1600
"4726" "(24,36]" 0.0398434174706469 450 1600
"4727" "(36,48]" 0.070743597849409 450 1600
"4728" "(48,60]" 0.0154199858668721 450 1600
"4729" "(12,24]" 0.0476588719184423 450 1650
"4730" "(24,36]" 0.0398847018505033 450 1650
"4731" "(36,48]" 0.0723973795825974 450 1650
"4732" "(48,60]" 0.0146653091066821 450 1650
"4733" "(12,24]" 0.0455327420994707 450 1700
"4734" "(24,36]" 0.0454738696807114 450 1700
"4735" "(36,48]" 0.0749155419864156 450 1700
"4736" "(48,60]" 0.0171616980000512 450 1700
"4737" "(12,24]" 0.0433107353505116 450 1750
"4738" "(24,36]" 0.0499527497650234 450 1750
"4739" "(36,48]" 0.0762650441534542 450 1750
"4740" "(48,60]" 0.0182450547744504 450 1750
"4741" "(12,24]" 0.0437186049641835 450 1800
"4742" "(24,36]" 0.0535749130046908 450 1800
"4743" "(36,48]" 0.0769972445864064 450 1800
"4744" "(48,60]" 0.0183926997307713 450 1800
"4745" "(12,24]" 0.0442421029476373 450 1850
"4746" "(24,36]" 0.0557811371301265 450 1850
"4747" "(36,48]" 0.0768229627789918 450 1850
"4748" "(48,60]" 0.021330205559947 450 1850
"4749" "(12,24]" 0.0445943420469556 450 1900
"4750" "(24,36]" 0.0585716121207967 450 1900
"4751" "(36,48]" 0.0766867646687718 450 1900
"4752" "(48,60]" 0.0225652365764105 450 1900
"4753" "(12,24]" 0.0475834694016598 450 1950
"4754" "(24,36]" 0.0590076361919872 450 1950
"4755" "(36,48]" 0.0768886860747611 450 1950
"4756" "(48,60]" 0.0248154004191367 450 1950
"4757" "(12,24]" 0.0485532727551015 450 2000
"4758" "(24,36]" 0.0625931534997628 450 2000
"4759" "(36,48]" 0.0777932557446173 450 2000
"4760" "(48,60]" 0.0282364603152026 450 2000
"4761" "(12,24]" 0.0493656334032581 450 2050
"4762" "(24,36]" 0.0636759261270042 450 2050
"4763" "(36,48]" 0.0771531323992046 450 2050
"4764" "(48,60]" 0.0291908112766133 450 2050
"4765" "(12,24]" 0.0508377037952278 450 2100
"4766" "(24,36]" 0.0661653039063 450 2100
"4767" "(36,48]" 0.0786129169822392 450 2100
"4768" "(48,60]" 0.0308207781548543 450 2100
"4769" "(12,24]" 0.0422751296423649 450 2150
"4770" "(24,36]" 0.0702223752737043 450 2150
"4771" "(36,48]" 0.0805483526847709 450 2150
"4772" "(48,60]" 0.0311684067301722 450 2150
"4773" "(12,24]" 0.0388863267927345 450 2200
"4774" "(24,36]" 0.0681552978725554 450 2200
"4775" "(36,48]" 0.0821807417260979 450 2200
"4776" "(48,60]" 0.0347360437619832 450 2200
"4777" "(12,24]" 0.0411832915179203 450 2250
"4778" "(24,36]" 0.0699109671598932 450 2250
"4779" "(36,48]" 0.0843791028144022 450 2250
"4780" "(48,60]" 0.0337394269703047 450 2250
"4781" "(12,24]" 0.0427624183249574 450 2300
"4782" "(24,36]" 0.0700941998207692 450 2300
"4783" "(36,48]" 0.0861191301504081 450 2300
"4784" "(48,60]" 0.034530984525401 450 2300
"4785" "(12,24]" 0.0474822546956845 450 2350
"4786" "(24,36]" 0.0710411915409322 450 2350
"4787" "(36,48]" 0.088144153132807 450 2350
"4788" "(48,60]" 0.0360482298698191 450 2350
"4789" "(12,24]" 0.0488708559986456 450 2400
"4790" "(24,36]" 0.073391113066482 450 2400
"4791" "(36,48]" 0.0903731426901249 450 2400
"4792" "(48,60]" 0.0377620098101501 450 2400
"4793" "(12,24]" 0.0485845978603392 450 2450
"4794" "(24,36]" 0.07338905075994 450 2450
"4795" "(36,48]" 0.0911721924921528 450 2450
"4796" "(48,60]" 0.0401791678512766 450 2450
"4797" "(12,24]" 0.0484834205790067 450 2500
"4798" "(24,36]" 0.0732062655063985 450 2500
"4799" "(36,48]" 0.0937367025586806 450 2500
"4800" "(48,60]" 0.0411901222967311 450 2500
"4801" "(12,24]" 0.0461771742778128 450 2550
"4802" "(24,36]" 0.0767838756482649 450 2550
"4803" "(36,48]" 0.0957644571725493 450 2550
"4804" "(48,60]" 0.0409985805644008 450 2550
"4805" "(12,24]" 0.0402725107303497 450 2600
"4806" "(24,36]" 0.0770987809230585 450 2600
"4807" "(36,48]" 0.100651710268448 450 2600
"4808" "(48,60]" 0.0438474718412931 450 2600
"4809" "(12,24]" 0.0410872666132279 450 2650
"4810" "(24,36]" 0.0743291568317651 450 2650
"4811" "(36,48]" 0.10170645234263 450 2650
"4812" "(48,60]" 0.0477157749079766 450 2650
"4813" "(12,24]" 0.0419092860242988 450 2700
"4814" "(24,36]" 0.0743651417955159 450 2700
"4815" "(36,48]" 0.101784039856871 450 2700
"4816" "(48,60]" 0.0495579826105003 450 2700
"4817" "(12,24]" 0.0423242695835475 450 2750
"4818" "(24,36]" 0.0739583245174003 450 2750
"4819" "(36,48]" 0.103225660569239 450 2750
"4820" "(48,60]" 0.0496401711850377 450 2750
"4821" "(12,24]" 0.0464718341501262 450 2800
"4822" "(24,36]" 0.0739381005013305 450 2800
"4823" "(36,48]" 0.104025400287243 450 2800
"4824" "(48,60]" 0.0499130603631145 450 2800
"4825" "(12,24]" 0.0463075974200013 450 2850
"4826" "(24,36]" 0.0729827441725215 450 2850
"4827" "(36,48]" 0.104454338324482 450 2850
"4828" "(48,60]" 0.0523569279874465 450 2850
"4829" "(12,24]" 0.0466623757521895 450 2900
"4830" "(24,36]" 0.0726193407885192 450 2900
"4831" "(36,48]" 0.105391285276259 450 2900
"4832" "(48,60]" 0.0533632415143409 450 2900
"4833" "(12,24]" 0.045913607316681 450 2950
"4834" "(24,36]" 0.0748432405725233 450 2950
"4835" "(36,48]" 0.106400470153986 450 2950
"4836" "(48,60]" 0.0541725523069421 450 2950
"4837" "(12,24]" 0.045408580764059 450 3000
"4838" "(24,36]" 0.0752540664828112 450 3000
"4839" "(36,48]" 0.108026227918713 450 3000
"4840" "(48,60]" 0.0540014366567038 450 3000
"4841" "(12,24]" 0.0453629070899536 450 3050
"4842" "(24,36]" 0.0759707299177406 450 3050
"4843" "(36,48]" 0.108362444246202 450 3050
"4844" "(48,60]" 0.059512574294339 450 3050
"4845" "(12,24]" 0.0441584852986855 450 3100
"4846" "(24,36]" 0.0736285324604949 450 3100
"4847" "(36,48]" 0.109505916970518 450 3100
"4848" "(48,60]" 0.0617143537689539 450 3100
"4849" "(12,24]" 0.0505696906724076 450 3150
"4850" "(24,36]" 0.07447573938447 450 3150
"4851" "(36,48]" 0.110915496721843 450 3150
"4852" "(48,60]" 0.0824091634952354 450 3150
"4853" "(12,24]" 0.0505360642808903 450 3200
"4854" "(24,36]" 0.0733945833118441 450 3200
"4855" "(36,48]" 0.113166094283758 450 3200
"4856" "(48,60]" 0.0851137447934746 450 3200
"4857" "(12,24]" 0.0509318118063047 450 3250
"4858" "(24,36]" 0.0715413596550446 450 3250
"4859" "(36,48]" 0.112951691617535 450 3250
"4860" "(48,60]" 0.0866434509290246 450 3250
"4861" "(12,24]" 0.0501820959598502 450 3300
"4862" "(24,36]" 0.0676157073897751 450 3300
"4863" "(36,48]" 0.114820621844883 450 3300
"4864" "(48,60]" 0.0890600449651186 450 3300
"4865" "(12,24]" 0.0503577369610526 450 3350
"4866" "(24,36]" 0.0660939894077827 450 3350
"4867" "(36,48]" 0.116723162099901 450 3350
"4868" "(48,60]" 0.0911998284402561 450 3350
"4869" "(12,24]" 0.0532216225170092 450 3400
"4870" "(24,36]" 0.0631765677244905 450 3400
"4871" "(36,48]" 0.117505149505232 450 3400
"4872" "(48,60]" 0.0933641639189428 450 3400
"4873" "(12,24]" 0.0532794803728302 450 3450
"4874" "(24,36]" 0.0652501867348108 450 3450
"4875" "(36,48]" 0.118210917165288 450 3450
"4876" "(48,60]" 0.0927465107649072 450 3450
"4877" "(12,24]" 0.0529441222967224 450 3500
"4878" "(24,36]" 0.0664498674208781 450 3500
"4879" "(36,48]" 0.119040828852227 450 3500
"4880" "(48,60]" 0.0933148333292349 450 3500
"4881" "(12,24]" 0.0534294293656816 450 3550
"4882" "(24,36]" 0.066113288318362 450 3550
"4883" "(36,48]" 0.119084386883704 450 3550
"4884" "(48,60]" 0.0941886653629682 450 3550
"4885" "(12,24]" 0.0567725784896651 450 3600
"4886" "(24,36]" 0.0628600085742506 450 3600
"4887" "(36,48]" 0.120075537744447 450 3600
"4888" "(48,60]" 0.0966663989833307 450 3600
"4889" "(12,24]" 0.0569760382945277 450 3650
"4890" "(24,36]" 0.0615687077728869 450 3650
"4891" "(36,48]" 0.121026069410176 450 3650
"4892" "(48,60]" 0.0969957421785099 450 3650
"4893" "(12,24]" 0.0571997402190863 450 3700
"4894" "(24,36]" 0.0638663867345347 450 3700
"4895" "(36,48]" 0.121068004323342 450 3700
"4896" "(48,60]" 0.0963651072934543 450 3700
"4897" "(12,24]" 0.0565857534363998 450 3750
"4898" "(24,36]" 0.0646553974553786 450 3750
"4899" "(36,48]" 0.12175123966433 450 3750
"4900" "(48,60]" 0.0964776685164026 450 3750
"4901" "(12,24]" 0.0421438097312024 450 3800
"4902" "(24,36]" 0.0646825208860101 450 3800
"4903" "(36,48]" 0.121248935145767 450 3800
"4904" "(48,60]" 0.0945298847166808 450 3800
"4905" "(12,24]" 0.04133035755876 450 3850
"4906" "(24,36]" 0.0645942236865533 450 3850
"4907" "(36,48]" 0.122621733608134 450 3850
"4908" "(48,60]" 0.0927307292976255 450 3850
"4909" "(12,24]" 0.0417037185502069 450 3900
"4910" "(24,36]" 0.0647623031427766 450 3900
"4911" "(36,48]" 0.123569658914433 450 3900
"4912" "(48,60]" 0.0907410386325163 450 3900
"4913" "(12,24]" 0.0413672390123843 450 3950
"4914" "(24,36]" 0.0661785430969481 450 3950
"4915" "(36,48]" 0.124077465420889 450 3950
"4916" "(48,60]" 0.0882126675950222 450 3950
"4917" "(12,24]" 0.038592856004584 450 4000
"4918" "(24,36]" 0.0672121295162058 450 4000
"4919" "(36,48]" 0.124993236014046 450 4000
"4920" "(48,60]" 0.0863083136185465 450 4000
"4921" "(12,24]" 0.0150219352920659 500 600
"4922" "(24,36]" -0.0157888408539861 500 600
"4923" "(36,48]" 0.00295743357265814 500 600
"4924" "(48,60]" -0.00614632264549503 500 600
"4925" "(12,24]" 0.0116010268692703 500 650
"4926" "(24,36]" -0.0172273056229821 500 650
"4927" "(36,48]" 0.00348408246687327 500 650
"4928" "(48,60]" -0.00538713722364336 500 650
"4929" "(12,24]" 0.0137586984429986 500 700
"4930" "(24,36]" -0.0198700257304917 500 700
"4931" "(36,48]" 0.0101813711925388 500 700
"4932" "(48,60]" 0.00699735899439435 500 700
"4933" "(12,24]" 0.021300894514034 500 750
"4934" "(24,36]" -0.0223933562720593 500 750
"4935" "(36,48]" 0.0168507971989089 500 750
"4936" "(48,60]" 0.00873697157864878 500 750
"4937" "(12,24]" 0.0237480151447019 500 800
"4938" "(24,36]" -0.016406769559953 500 800
"4939" "(36,48]" 0.0174802227118642 500 800
"4940" "(48,60]" 0.00963902865648203 500 800
"4941" "(12,24]" 0.0302223750275943 500 850
"4942" "(24,36]" -0.00981160930614741 500 850
"4943" "(36,48]" 0.0179003848700139 500 850
"4944" "(48,60]" 0.0193362979443356 500 850
"4945" "(12,24]" 0.0359865424766223 500 900
"4946" "(24,36]" -0.0115740406958838 500 900
"4947" "(36,48]" 0.0208701026147559 500 900
"4948" "(48,60]" 0.018830509661833 500 900
"4949" "(12,24]" 0.036882759962877 500 950
"4950" "(24,36]" -0.00784747358565158 500 950
"4951" "(36,48]" 0.025110621387943 500 950
"4952" "(48,60]" 0.0215842706183978 500 950
"4953" "(12,24]" 0.0441628911909299 500 1000
"4954" "(24,36]" -0.00585647113559999 500 1000
"4955" "(36,48]" 0.0289985209243189 500 1000
"4956" "(48,60]" 0.0208164871623872 500 1000
"4957" "(12,24]" 0.0437362915966829 500 1050
"4958" "(24,36]" 0.00388254030974564 500 1050
"4959" "(36,48]" 0.0317662380349816 500 1050
"4960" "(48,60]" 0.0180035414582327 500 1050
"4961" "(12,24]" 0.046422315803258 500 1100
"4962" "(24,36]" 0.00731637017174254 500 1100
"4963" "(36,48]" 0.0355284516941443 500 1100
"4964" "(48,60]" 0.0221141562479103 500 1100
"4965" "(12,24]" 0.0502077161629192 500 1150
"4966" "(24,36]" 0.0127519039962057 500 1150
"4967" "(36,48]" 0.0349134345328957 500 1150
"4968" "(48,60]" 0.0149787377297563 500 1150
"4969" "(12,24]" 0.0541900899981264 500 1200
"4970" "(24,36]" 0.0177211077731323 500 1200
"4971" "(36,48]" 0.0401194536884794 500 1200
"4972" "(48,60]" 0.0198086288995495 500 1200
"4973" "(12,24]" 0.0581198957155836 500 1250
"4974" "(24,36]" 0.0215825150732668 500 1250
"4975" "(36,48]" 0.0449527797161184 500 1250
"4976" "(48,60]" 0.0199408948912255 500 1250
"4977" "(12,24]" 0.0565576461112229 500 1300
"4978" "(24,36]" 0.0234431406824032 500 1300
"4979" "(36,48]" 0.0494641627902924 500 1300
"4980" "(48,60]" 0.0229747506500007 500 1300
"4981" "(12,24]" 0.0556867220511204 500 1350
"4982" "(24,36]" 0.0262707259716952 500 1350
"4983" "(36,48]" 0.052541332505847 500 1350
"4984" "(48,60]" 0.0209665969026435 500 1350
"4985" "(12,24]" 0.0472353900751444 500 1400
"4986" "(24,36]" 0.0291855802904743 500 1400
"4987" "(36,48]" 0.0562405483952191 500 1400
"4988" "(48,60]" 0.0203601883087529 500 1400
"4989" "(12,24]" 0.0431640465165617 500 1450
"4990" "(24,36]" 0.0319344888510391 500 1450
"4991" "(36,48]" 0.0602349086050742 500 1450
"4992" "(48,60]" 0.0213895065369564 500 1450
"4993" "(12,24]" 0.0471403502885242 500 1500
"4994" "(24,36]" 0.0343561267778152 500 1500
"4995" "(36,48]" 0.0631520886554962 500 1500
"4996" "(48,60]" 0.020501963782958 500 1500
"4997" "(12,24]" 0.0431643602604271 500 1550
"4998" "(24,36]" 0.0386725952814831 500 1550
"4999" "(36,48]" 0.0667211051092602 500 1550
"5000" "(48,60]" 0.0227115831029611 500 1550
"5001" "(12,24]" 0.0451310330717507 500 1600
"5002" "(24,36]" 0.0444296842072027 500 1600
"5003" "(36,48]" 0.0700562947403675 500 1600
"5004" "(48,60]" 0.022190723024864 500 1600
"5005" "(12,24]" 0.0480333293431571 500 1650
"5006" "(24,36]" 0.0454894211815094 500 1650
"5007" "(36,48]" 0.0718739937551814 500 1650
"5008" "(48,60]" 0.0208949074049218 500 1650
"5009" "(12,24]" 0.0449597763400534 500 1700
"5010" "(24,36]" 0.0509233317239561 500 1700
"5011" "(36,48]" 0.0748859000941158 500 1700
"5012" "(48,60]" 0.0229571579396366 500 1700
"5013" "(12,24]" 0.0454321567149682 500 1750
"5014" "(24,36]" 0.0559671136190977 500 1750
"5015" "(36,48]" 0.0760434875970026 500 1750
"5016" "(48,60]" 0.0240927884179296 500 1750
"5017" "(12,24]" 0.0457725337882735 500 1800
"5018" "(24,36]" 0.0591654742585859 500 1800
"5019" "(36,48]" 0.0771783703995755 500 1800
"5020" "(48,60]" 0.0239374110000442 500 1800
"5021" "(12,24]" 0.0487473059734116 500 1850
"5022" "(24,36]" 0.0613157818341551 500 1850
"5023" "(36,48]" 0.0769092315820838 500 1850
"5024" "(48,60]" 0.0268237217737426 500 1850
"5025" "(12,24]" 0.0481255073157065 500 1900
"5026" "(24,36]" 0.064210368371616 500 1900
"5027" "(36,48]" 0.0773139388005669 500 1900
"5028" "(48,60]" 0.0279727314208218 500 1900
"5029" "(12,24]" 0.0509267132394738 500 1950
"5030" "(24,36]" 0.0646895724337904 500 1950
"5031" "(36,48]" 0.0781403808455091 500 1950
"5032" "(48,60]" 0.0300659223866076 500 1950
"5033" "(12,24]" 0.0468918172822231 500 2000
"5034" "(24,36]" 0.0683658526377886 500 2000
"5035" "(36,48]" 0.0784889978476367 500 2000
"5036" "(48,60]" 0.0334390549567373 500 2000
"5037" "(12,24]" 0.0476648726002331 500 2050
"5038" "(24,36]" 0.0695455195680267 500 2050
"5039" "(36,48]" 0.0780161222822418 500 2050
"5040" "(48,60]" 0.0340554946845577 500 2050
"5041" "(12,24]" 0.0490701375498194 500 2100
"5042" "(24,36]" 0.0722084893442442 500 2100
"5043" "(36,48]" 0.0794559852168587 500 2100
"5044" "(48,60]" 0.0355182815077848 500 2100
"5045" "(12,24]" 0.0486708978880705 500 2150
"5046" "(24,36]" 0.0758650370773503 500 2150
"5047" "(36,48]" 0.0813783292768976 500 2150
"5048" "(48,60]" 0.0359763665407108 500 2150
"5049" "(12,24]" 0.0368684031853196 500 2200
"5050" "(24,36]" 0.0736105516457605 500 2200
"5051" "(36,48]" 0.0829330502061916 500 2200
