"age_binned" "mean" "startTime" "endTime"
"5052" "(48,60]" 0.0392155148994507 500 2200
"5053" "(12,24]" 0.0393774489633215 500 2250
"5054" "(24,36]" 0.0750072535983925 500 2250
"5055" "(36,48]" 0.08499994911532 500 2250
"5056" "(48,60]" 0.0383100422760442 500 2250
"5057" "(12,24]" 0.0426968939134795 500 2300
"5058" "(24,36]" 0.0752491065718004 500 2300
"5059" "(36,48]" 0.0865430266051211 500 2300
"5060" "(48,60]" 0.0389441863289389 500 2300
"5061" "(12,24]" 0.0438428287760998 500 2350
"5062" "(24,36]" 0.0759403478868834 500 2350
"5063" "(36,48]" 0.0886340134052565 500 2350
"5064" "(48,60]" 0.040447510426511 500 2350
"5065" "(12,24]" 0.0476998524760507 500 2400
"5066" "(24,36]" 0.0780681263247692 500 2400
"5067" "(36,48]" 0.0909453636472988 500 2400
"5068" "(48,60]" 0.041908491808866 500 2400
"5069" "(12,24]" 0.0477936785690458 500 2450
"5070" "(24,36]" 0.0777038905156283 500 2450
"5071" "(36,48]" 0.0918723695186346 500 2450
"5072" "(48,60]" 0.0441800001413736 500 2450
"5073" "(12,24]" 0.0474095227739052 500 2500
"5074" "(24,36]" 0.0772525934092397 500 2500
"5075" "(36,48]" 0.0945307543358924 500 2500
"5076" "(48,60]" 0.0450217856017594 500 2500
"5077" "(12,24]" 0.0392259653373827 500 2550
"5078" "(24,36]" 0.0809371165033495 500 2550
"5079" "(36,48]" 0.0966532836712535 500 2550
"5080" "(48,60]" 0.0447346810403613 500 2550
"5081" "(12,24]" 0.03993738309047 500 2600
"5082" "(24,36]" 0.0812296394011661 500 2600
"5083" "(36,48]" 0.101684573114496 500 2600
"5084" "(48,60]" 0.0501171482016564 500 2600
"5085" "(12,24]" 0.0414368835155087 500 2650
"5086" "(24,36]" 0.0779979146276519 500 2650
"5087" "(36,48]" 0.102802292136202 500 2650
"5088" "(48,60]" 0.054203495127956 500 2650
"5089" "(12,24]" 0.0426632550129387 500 2700
"5090" "(24,36]" 0.0779778335081796 500 2700
"5091" "(36,48]" 0.10286746649237 500 2700
"5092" "(48,60]" 0.0563042837140845 500 2700
"5093" "(12,24]" 0.0457882155148079 500 2750
"5094" "(24,36]" 0.0775885665696373 500 2750
"5095" "(36,48]" 0.104241615328344 500 2750
"5096" "(48,60]" 0.0564899228874656 500 2750
"5097" "(12,24]" 0.0459285508931388 500 2800
"5098" "(24,36]" 0.0775979577004161 500 2800
"5099" "(36,48]" 0.104979533090656 500 2800
"5100" "(48,60]" 0.0568577022890899 500 2800
"5101" "(12,24]" 0.0452748266488238 500 2850
"5102" "(24,36]" 0.0767719823451525 500 2850
"5103" "(36,48]" 0.105338683726271 500 2850
"5104" "(48,60]" 0.0592933542278312 500 2850
"5105" "(12,24]" 0.047841489723402 500 2900
"5106" "(24,36]" 0.0762184078966536 500 2900
"5107" "(36,48]" 0.106276236132989 500 2900
"5108" "(48,60]" 0.060360022201625 500 2900
"5109" "(12,24]" 0.0480397977240518 500 2950
"5110" "(24,36]" 0.0785831809901053 500 2950
"5111" "(36,48]" 0.107596305218391 500 2950
"5112" "(48,60]" 0.0612082338676757 500 2950
"5113" "(12,24]" 0.0484378114760034 500 3000
"5114" "(24,36]" 0.0790266977775794 500 3000
"5115" "(36,48]" 0.109192946318838 500 3000
"5116" "(48,60]" 0.0609647562657043 500 3000
"5117" "(12,24]" 0.0465576706326861 500 3050
"5118" "(24,36]" 0.0800177870996603 500 3050
"5119" "(36,48]" 0.109585223296903 500 3050
"5120" "(48,60]" 0.0665246902347714 500 3050
"5121" "(12,24]" 0.048131339227924 500 3100
"5122" "(24,36]" 0.07765804664733 500 3100
"5123" "(36,48]" 0.11080054188794 500 3100
"5124" "(48,60]" 0.0686951999246792 500 3100
"5125" "(12,24]" 0.051141169265115 500 3150
"5126" "(24,36]" 0.0785854913694686 500 3150
"5127" "(36,48]" 0.112226950411097 500 3150
"5128" "(48,60]" 0.089234771469741 500 3150
"5129" "(12,24]" 0.0511189321139907 500 3200
"5130" "(24,36]" 0.0773393703579058 500 3200
"5131" "(36,48]" 0.1144227940608 500 3200
"5132" "(48,60]" 0.0919472821583741 500 3200
"5133" "(12,24]" 0.0514813563125536 500 3250
"5134" "(24,36]" 0.0753149625156189 500 3250
"5135" "(36,48]" 0.114197194712704 500 3250
"5136" "(48,60]" 0.0934766446063316 500 3250
"5137" "(12,24]" 0.0508494946973557 500 3300
"5138" "(24,36]" 0.0713591143822909 500 3300
"5139" "(36,48]" 0.116083025264031 500 3300
"5140" "(48,60]" 0.0959966619293749 500 3300
"5141" "(12,24]" 0.0537135615939736 500 3350
"5142" "(24,36]" 0.0697594075741871 500 3350
"5143" "(36,48]" 0.118003869665093 500 3350
"5144" "(48,60]" 0.0982019822023759 500 3350
"5145" "(12,24]" 0.0542391948888189 500 3400
"5146" "(24,36]" 0.0668061575239508 500 3400
"5147" "(36,48]" 0.118800990809719 500 3400
"5148" "(48,60]" 0.100496311330544 500 3400
"5149" "(12,24]" 0.0544334506229643 500 3450
"5150" "(24,36]" 0.0687455202520526 500 3450
"5151" "(36,48]" 0.119340696701751 500 3450
"5152" "(48,60]" 0.100106058308141 500 3450
"5153" "(12,24]" 0.0559917170052778 500 3500
"5154" "(24,36]" 0.069836542427123 500 3500
"5155" "(36,48]" 0.119831612174722 500 3500
"5156" "(48,60]" 0.100699847913661 500 3500
"5157" "(12,24]" 0.0575289389925377 500 3550
"5158" "(24,36]" 0.069455188916246 500 3550
"5159" "(36,48]" 0.119833012061466 500 3550
"5160" "(48,60]" 0.101583138472554 500 3550
"5161" "(12,24]" 0.0609575014465029 500 3600
"5162" "(24,36]" 0.0663580683043723 500 3600
"5163" "(36,48]" 0.120807862226901 500 3600
"5164" "(48,60]" 0.104149318265454 500 3600
"5165" "(12,24]" 0.0601537563971214 500 3650
"5166" "(24,36]" 0.0648401355969 500 3650
"5167" "(36,48]" 0.121768622985011 500 3650
"5168" "(48,60]" 0.104614381710453 500 3650
"5169" "(12,24]" 0.0603871162791037 500 3700
"5170" "(24,36]" 0.0666050669582325 500 3700
"5171" "(36,48]" 0.121804313426801 500 3700
"5172" "(48,60]" 0.10417046493805 500 3700
"5173" "(12,24]" 0.0555753704662914 500 3750
"5174" "(24,36]" 0.0671825754990579 500 3750
"5175" "(36,48]" 0.122497080416581 500 3750
"5176" "(48,60]" 0.104182575610013 500 3750
"5177" "(12,24]" 0.0470702786813516 500 3800
"5178" "(24,36]" 0.0670766197671205 500 3800
"5179" "(36,48]" 0.121947083296577 500 3800
"5180" "(48,60]" 0.1020979874639 500 3800
"5181" "(12,24]" 0.0466257119593559 500 3850
"5182" "(24,36]" 0.0668579515306639 500 3850
"5183" "(36,48]" 0.123319099223505 500 3850
"5184" "(48,60]" 0.100222786187647 500 3850
"5185" "(12,24]" 0.0458209553892451 500 3900
"5186" "(24,36]" 0.0669325419763819 500 3900
"5187" "(36,48]" 0.124267237753188 500 3900
"5188" "(48,60]" 0.0982901732726323 500 3900
"5189" "(12,24]" 0.0455168349988618 500 3950
"5190" "(24,36]" 0.0682450084100762 500 3950
"5191" "(36,48]" 0.124773589824106 500 3950
"5192" "(48,60]" 0.0957292039785954 500 3950
"5193" "(12,24]" 0.0452942238160833 500 4000
"5194" "(24,36]" 0.0691478426281802 500 4000
"5195" "(36,48]" 0.125755243401548 500 4000
"5196" "(48,60]" 0.0938624621388834 500 4000
"5197" "(12,24]" 0.0232556097112505 550 650
"5198" "(24,36]" -0.0152825515577834 550 650
"5199" "(36,48]" 0.0122715793555542 550 650
"5200" "(48,60]" -0.000820520741671965 550 650
"5201" "(12,24]" 0.0276093057800288 550 700
"5202" "(24,36]" -0.0170275606066954 550 700
"5203" "(36,48]" 0.0171528465918355 550 700
"5204" "(48,60]" 0.0114032069588034 550 700
"5205" "(12,24]" 0.0296180169220265 550 750
"5206" "(24,36]" -0.0204299169414754 550 750
"5207" "(36,48]" 0.0221039403559413 550 750
"5208" "(48,60]" 0.0114781252131852 550 750
"5209" "(12,24]" 0.0323119968306328 550 800
"5210" "(24,36]" -0.0164780068753702 550 800
"5211" "(36,48]" 0.0200049976678078 550 800
"5212" "(48,60]" 0.011147974137518 550 800
"5213" "(12,24]" 0.0389042473244822 550 850
"5214" "(24,36]" -0.00897870072406318 550 850
"5215" "(36,48]" 0.0189392735223535 550 850
"5216" "(48,60]" 0.0214138491000822 550 850
"5217" "(12,24]" 0.0388356991354299 550 900
"5218" "(24,36]" -0.012008686208226 550 900
"5219" "(36,48]" 0.0216764161728039 550 900
"5220" "(48,60]" 0.0181302083758472 550 900
"5221" "(12,24]" 0.0389493969708163 550 950
"5222" "(24,36]" -0.00869427404582965 550 950
"5223" "(36,48]" 0.0252883086310212 550 950
"5224" "(48,60]" 0.0213594606067917 550 950
"5225" "(12,24]" 0.0474405375852189 550 1000
"5226" "(24,36]" -0.00723257701660233 550 1000
"5227" "(36,48]" 0.0289853991342494 550 1000
"5228" "(48,60]" 0.0210917711439021 550 1000
"5229" "(12,24]" 0.0470971748571484 550 1050
"5230" "(24,36]" 0.00214237180831217 550 1050
"5231" "(36,48]" 0.0314525612118382 550 1050
"5232" "(48,60]" 0.0175741606259715 550 1050
"5233" "(12,24]" 0.0471022496611273 550 1100
"5234" "(24,36]" 0.00567746405699969 550 1100
"5235" "(36,48]" 0.0349749453841807 550 1100
"5236" "(48,60]" 0.022056276351294 550 1100
"5237" "(12,24]" 0.0510207531878004 550 1150
"5238" "(24,36]" 0.0106808770217141 550 1150
"5239" "(36,48]" 0.034067240765418 550 1150
"5240" "(48,60]" 0.0156238789351709 550 1150
"5241" "(12,24]" 0.0574087710554016 550 1200
"5242" "(24,36]" 0.0158012885725425 550 1200
"5243" "(36,48]" 0.038975802560323 550 1200
"5244" "(48,60]" 0.0206503848438821 550 1200
"5245" "(12,24]" 0.0590297541226624 550 1250
"5246" "(24,36]" 0.0196092120423448 550 1250
"5247" "(36,48]" 0.0444344049276578 550 1250
"5248" "(48,60]" 0.0200219989966755 550 1250
"5249" "(12,24]" 0.0597899690532032 550 1300
"5250" "(24,36]" 0.0219502139937849 550 1300
"5251" "(36,48]" 0.0493985058702859 550 1300
"5252" "(48,60]" 0.0229621676199501 550 1300
"5253" "(12,24]" 0.0569891961970103 550 1350
"5254" "(24,36]" 0.0251391941405316 550 1350
"5255" "(36,48]" 0.0524124702642751 550 1350
"5256" "(48,60]" 0.0212278822590072 550 1350
"5257" "(12,24]" 0.048713211599978 550 1400
"5258" "(24,36]" 0.0282687750208456 550 1400
"5259" "(36,48]" 0.0562453182259037 550 1400
"5260" "(48,60]" 0.0206138919332594 550 1400
"5261" "(12,24]" 0.0483307330290268 550 1450
"5262" "(24,36]" 0.0309949986851922 550 1450
"5263" "(36,48]" 0.0599860047525813 550 1450
"5264" "(48,60]" 0.0219439107945334 550 1450
"5265" "(12,24]" 0.0471467117264772 550 1500
"5266" "(24,36]" 0.0337958522558131 550 1500
"5267" "(36,48]" 0.062835651093323 550 1500
"5268" "(48,60]" 0.0225722773672634 550 1500
"5269" "(12,24]" 0.0452659633043294 550 1550
"5270" "(24,36]" 0.0387507504109982 550 1550
"5271" "(36,48]" 0.0667239298059234 550 1550
"5272" "(48,60]" 0.0243645093559464 550 1550
"5273" "(12,24]" 0.0470349639044308 550 1600
"5274" "(24,36]" 0.0449868812889246 550 1600
"5275" "(36,48]" 0.0700721912046678 550 1600
"5276" "(48,60]" 0.0237104286230613 550 1600
"5277" "(12,24]" 0.0487494024987498 550 1650
"5278" "(24,36]" 0.0462782295976794 550 1650
"5279" "(36,48]" 0.0721043394204963 550 1650
"5280" "(48,60]" 0.0222201424467008 550 1650
"5281" "(12,24]" 0.046932326861161 550 1700
"5282" "(24,36]" 0.0518802739614556 550 1700
"5283" "(36,48]" 0.0742543019319673 550 1700
"5284" "(48,60]" 0.02407651197001 550 1700
"5285" "(12,24]" 0.0455287821708224 550 1750
"5286" "(24,36]" 0.0564886096266751 550 1750
"5287" "(36,48]" 0.0755020761587364 550 1750
"5288" "(48,60]" 0.0248020322575989 550 1750
"5289" "(12,24]" 0.0455187287416113 550 1800
"5290" "(24,36]" 0.059744191454002 550 1800
"5291" "(36,48]" 0.0767754780524011 550 1800
"5292" "(48,60]" 0.0244113993941826 550 1800
"5293" "(12,24]" 0.0507163939213271 550 1850
"5294" "(24,36]" 0.0619554912238993 550 1850
"5295" "(36,48]" 0.0762959944472687 550 1850
"5296" "(48,60]" 0.0272894953331343 550 1850
"5297" "(12,24]" 0.0520419349838408 550 1900
"5298" "(24,36]" 0.0649716016399084 550 1900
"5299" "(36,48]" 0.0773657302168648 550 1900
"5300" "(48,60]" 0.028195235005905 550 1900
"5301" "(12,24]" 0.048512941732083 550 1950
"5302" "(24,36]" 0.0656088653995689 550 1950
"5303" "(36,48]" 0.0790730939090272 550 1950
"5304" "(48,60]" 0.0304894489608081 550 1950
"5305" "(12,24]" 0.0492898836274127 550 2000
"5306" "(24,36]" 0.0692555559213211 550 2000
"5307" "(36,48]" 0.0797711591528637 550 2000
"5308" "(48,60]" 0.0339433543323416 550 2000
"5309" "(12,24]" 0.0467637255546423 550 2050
"5310" "(24,36]" 0.0701437493968492 550 2050
"5311" "(36,48]" 0.0792918718888904 550 2050
"5312" "(48,60]" 0.0343760246682589 550 2050
"5313" "(12,24]" 0.0481327659578981 550 2100
"5314" "(24,36]" 0.0726041904454911 550 2100
"5315" "(36,48]" 0.0806420222722236 550 2100
"5316" "(48,60]" 0.0358664896216318 550 2100
"5317" "(12,24]" 0.0476857311999817 550 2150
"5318" "(24,36]" 0.0756330197855328 550 2150
"5319" "(36,48]" 0.082496536902006 550 2150
"5320" "(48,60]" 0.0364472782346995 550 2150
"5321" "(12,24]" 0.0380372629019684 550 2200
"5322" "(24,36]" 0.0737525467332839 550 2200
"5323" "(36,48]" 0.0840042117379502 550 2200
"5324" "(48,60]" 0.0402525550175603 550 2200
"5325" "(12,24]" 0.0402972325673633 550 2250
"5326" "(24,36]" 0.0753367532686215 550 2250
"5327" "(36,48]" 0.0860422280927719 550 2250
"5328" "(48,60]" 0.0393152871108201 550 2250
"5329" "(12,24]" 0.0386597613390095 550 2300
"5330" "(24,36]" 0.0755446882403956 550 2300
"5331" "(36,48]" 0.0873382460196279 550 2300
"5332" "(48,60]" 0.0395296347791594 550 2300
"5333" "(12,24]" 0.042024960824937 550 2350
"5334" "(24,36]" 0.0761460155846103 550 2350
"5335" "(36,48]" 0.089443834673481 550 2350
"5336" "(48,60]" 0.0420570928407399 550 2350
"5337" "(12,24]" 0.0463958045836882 550 2400
"5338" "(24,36]" 0.0782185701389897 550 2400
"5339" "(36,48]" 0.0918009084140027 550 2400
"5340" "(48,60]" 0.0433852713221215 550 2400
"5341" "(12,24]" 0.0481704887133728 550 2450
"5342" "(24,36]" 0.0767280997087395 550 2450
"5343" "(36,48]" 0.0929059654659989 550 2450
"5344" "(48,60]" 0.0454818054174826 550 2450
"5345" "(12,24]" 0.0400143852578697 550 2500
"5346" "(24,36]" 0.0761985053871045 550 2500
"5347" "(36,48]" 0.0956453220827918 550 2500
"5348" "(48,60]" 0.0462334166701397 550 2500
"5349" "(12,24]" 0.0386919106990001 550 2550
"5350" "(24,36]" 0.0797604057553759 550 2550
"5351" "(36,48]" 0.097795918023325 550 2550
"5352" "(48,60]" 0.0459209065424912 550 2550
"5353" "(12,24]" 0.0392823157070291 550 2600
"5354" "(24,36]" 0.0799270446861678 550 2600
"5355" "(36,48]" 0.103004283429183 550 2600
"5356" "(48,60]" 0.0510784073108014 550 2600
"5357" "(12,24]" 0.0410066804379109 550 2650
"5358" "(24,36]" 0.0762779794805507 550 2650
"5359" "(36,48]" 0.104022479427225 550 2650
"5360" "(48,60]" 0.0552633086687008 550 2650
"5361" "(12,24]" 0.045195175015711 550 2700
"5362" "(24,36]" 0.0761118294424804 550 2700
"5363" "(36,48]" 0.104043631605389 550 2700
"5364" "(48,60]" 0.0577285839906678 550 2700
"5365" "(12,24]" 0.0460313934066352 550 2750
"5366" "(24,36]" 0.0757739082588211 550 2750
"5367" "(36,48]" 0.105362230998682 550 2750
"5368" "(48,60]" 0.058143789535495 550 2750
"5369" "(12,24]" 0.0462142230640331 550 2800
"5370" "(24,36]" 0.075657679500666 550 2800
"5371" "(36,48]" 0.105997564861795 550 2800
"5372" "(48,60]" 0.0586667210420222 550 2800
"5373" "(12,24]" 0.0462625099703111 550 2850
"5374" "(24,36]" 0.0748349238408418 550 2850
"5375" "(36,48]" 0.10626948736699 550 2850
"5376" "(48,60]" 0.0613939066280587 550 2850
"5377" "(12,24]" 0.0460475141627847 550 2900
"5378" "(24,36]" 0.0741856071378729 550 2900
"5379" "(36,48]" 0.107202517799793 550 2900
"5380" "(48,60]" 0.062564045847237 550 2900
"5381" "(12,24]" 0.0485342555362428 550 2950
"5382" "(24,36]" 0.0765149010657711 550 2950
"5383" "(36,48]" 0.108501894676159 550 2950
"5384" "(48,60]" 0.0634890989554885 550 2950
"5385" "(12,24]" 0.0490211444737228 550 3000
"5386" "(24,36]" 0.0767912780995547 550 3000
"5387" "(36,48]" 0.110026755623448 550 3000
"5388" "(48,60]" 0.0631632356426134 550 3000
"5389" "(12,24]" 0.048963775762146 550 3050
"5390" "(24,36]" 0.0778588659017072 550 3050
"5391" "(36,48]" 0.110415250648082 550 3050
"5392" "(48,60]" 0.0687333239187328 550 3050
"5393" "(12,24]" 0.0506813788764694 550 3100
"5394" "(24,36]" 0.075216300201782 550 3100
"5395" "(36,48]" 0.111649682066637 550 3100
"5396" "(48,60]" 0.070868268568781 550 3100
"5397" "(12,24]" 0.0470275595139226 550 3150
"5398" "(24,36]" 0.0762218657749038 550 3150
"5399" "(36,48]" 0.1130567031799 550 3150
"5400" "(48,60]" 0.091229785926552 550 3150
"5401" "(12,24]" 0.0558923823180802 550 3200
"5402" "(24,36]" 0.0748051536220055 550 3200
"5403" "(36,48]" 0.115148227145393 550 3200
"5404" "(48,60]" 0.0938814724844342 550 3200
"5405" "(12,24]" 0.0535311033658896 550 3250
"5406" "(24,36]" 0.0725705775005837 550 3250
"5407" "(36,48]" 0.114933345233222 550 3250
"5408" "(48,60]" 0.0953424770717142 550 3250
"5409" "(12,24]" 0.0546837083210332 550 3300
"5410" "(24,36]" 0.0686013803071242 550 3300
"5411" "(36,48]" 0.116790013166523 550 3300
"5412" "(48,60]" 0.0973454686275751 550 3300
"5413" "(12,24]" 0.0576029641503062 550 3350
"5414" "(24,36]" 0.0669063520456365 550 3350
"5415" "(36,48]" 0.118652036085352 550 3350
"5416" "(48,60]" 0.0992820282841342 550 3350
"5417" "(12,24]" 0.0581729843017827 550 3400
"5418" "(24,36]" 0.0639614533957005 550 3400
"5419" "(36,48]" 0.119390235224895 550 3400
"5420" "(48,60]" 0.101534148820717 550 3400
"5421" "(12,24]" 0.0583986697967532 550 3450
"5422" "(24,36]" 0.0658194227351919 550 3450
"5423" "(36,48]" 0.119669478751952 550 3450
"5424" "(48,60]" 0.101275195928017 550 3450
"5425" "(12,24]" 0.0538667941030757 550 3500
"5426" "(24,36]" 0.0668916039612273 550 3500
"5427" "(36,48]" 0.120141306969695 550 3500
"5428" "(48,60]" 0.101838689014869 550 3500
"5429" "(12,24]" 0.0573487235858844 550 3550
"5430" "(24,36]" 0.0665421501701751 550 3550
"5431" "(36,48]" 0.120127843073233 550 3550
"5432" "(48,60]" 0.102633547480474 550 3550
"5433" "(12,24]" 0.062164913040512 550 3600
"5434" "(24,36]" 0.0636028215542792 550 3600
"5435" "(36,48]" 0.12110221230438 550 3600
"5436" "(48,60]" 0.105327373881505 550 3600
"5437" "(12,24]" 0.0612461071378988 550 3650
"5438" "(24,36]" 0.0622668315421946 550 3650
"5439" "(36,48]" 0.122141148323564 550 3650
"5440" "(48,60]" 0.105826987711536 550 3650
"5441" "(12,24]" 0.061476141617917 550 3700
"5442" "(24,36]" 0.0641124701181242 550 3700
"5443" "(36,48]" 0.122187338541355 550 3700
"5444" "(48,60]" 0.105502700863496 550 3700
"5445" "(12,24]" 0.0489513638828799 550 3750
"5446" "(24,36]" 0.0646929034972927 550 3750
"5447" "(36,48]" 0.122930162567805 550 3750
"5448" "(48,60]" 0.105375141240673 550 3750
"5449" "(12,24]" 0.0482016658380014 550 3800
"5450" "(24,36]" 0.0645612810534307 550 3800
"5451" "(36,48]" 0.122334539277004 550 3800
"5452" "(48,60]" 0.103146087826838 550 3800
"5453" "(12,24]" 0.0477393057279785 550 3850
"5454" "(24,36]" 0.0642736418803115 550 3850
"5455" "(36,48]" 0.123719766133691 550 3850
"5456" "(48,60]" 0.101197512717294 550 3850
"5457" "(12,24]" 0.0488488272540131 550 3900
"5458" "(24,36]" 0.0643124176757466 550 3900
"5459" "(36,48]" 0.124649053803797 550 3900
"5460" "(48,60]" 0.099344476126536 550 3900
"5461" "(12,24]" 0.0468365137906901 550 3950
"5462" "(24,36]" 0.0655815984782812 550 3950
"5463" "(36,48]" 0.12520063260859 550 3950
"5464" "(48,60]" 0.0967678147110282 550 3950
"5465" "(12,24]" 0.0466222975015393 550 4000
"5466" "(24,36]" 0.0663803019751833 550 4000
"5467" "(36,48]" 0.126240927672546 550 4000
"5468" "(48,60]" 0.0950258765779408 550 4000
"5469" "(12,24]" 0.0302166850195485 600 700
"5470" "(24,36]" -0.0129069537675148 600 700
"5471" "(36,48]" 0.0229914686213832 600 700
"5472" "(48,60]" 0.0242712721335985 600 700
"5473" "(12,24]" 0.0303945288839853 600 750
"5474" "(24,36]" -0.0186537853869366 600 750
"5475" "(36,48]" 0.0284896130335497 600 750
"5476" "(48,60]" 0.025527281665519 600 750
"5477" "(12,24]" 0.0391883957527855 600 800
"5478" "(24,36]" -0.0159356113453386 600 800
"5479" "(36,48]" 0.0238799988099763 600 800
"5480" "(48,60]" 0.0213376554250712 600 800
"5481" "(12,24]" 0.0408680071744759 600 850
"5482" "(24,36]" -0.00821966139121185 600 850
"5483" "(36,48]" 0.0206704033235679 600 850
"5484" "(48,60]" 0.0316020166269331 600 850
"5485" "(12,24]" 0.0462184189061189 600 900
"5486" "(24,36]" -0.0120718126243861 600 900
"5487" "(36,48]" 0.0241204287798446 600 900
"5488" "(48,60]" 0.0278109539449417 600 900
"5489" "(12,24]" 0.040923590987322 600 950
"5490" "(24,36]" -0.0107170084897455 600 950
"5491" "(36,48]" 0.0276605563201565 600 950
"5492" "(48,60]" 0.0306633807574832 600 950
"5493" "(12,24]" 0.0475314095016082 600 1000
"5494" "(24,36]" -0.0099384601877241 600 1000
"5495" "(36,48]" 0.0310585762770417 600 1000
"5496" "(48,60]" 0.0249212921644752 600 1000
"5497" "(12,24]" 0.045106437029436 600 1050
"5498" "(24,36]" -0.000533402769115281 600 1050
"5499" "(36,48]" 0.0326095962757886 600 1050
"5500" "(48,60]" 0.0211127135847687 600 1050
"5501" "(12,24]" 0.0476952555935901 600 1100
"5502" "(24,36]" 0.00205097274520752 600 1100
"5503" "(36,48]" 0.0356407230619404 600 1100
"5504" "(48,60]" 0.0252254057255094 600 1100
"5505" "(12,24]" 0.0602399480712668 600 1150
"5506" "(24,36]" 0.00652463026912482 600 1150
"5507" "(36,48]" 0.0347514376595317 600 1150
"5508" "(48,60]" 0.0186596195463922 600 1150
"5509" "(12,24]" 0.062640415768888 600 1200
"5510" "(24,36]" 0.0110201384953863 600 1200
"5511" "(36,48]" 0.0408235039077431 600 1200
"5512" "(48,60]" 0.023534510625217 600 1200
"5513" "(12,24]" 0.062929960119097 600 1250
"5514" "(24,36]" 0.014077759395711 600 1250
"5515" "(36,48]" 0.0450361034337712 600 1250
