"effect" "term" "estimate" "std.error" "statistic" "df" "p.value" "startTime" "windowLength"
"152" "fixed" "age_center" 0.000537885243116254 0.00369418787344835 0.145603109950703 335.187145100568 0.884322232445765 1375 300
"153" "fixed" "(Intercept)" 0.652715551470725 0.0217921949938232 29.9518039213457 96.8731421301452 8.94579648556743e-51 1400 300
"154" "fixed" "age_center" 0.000411355475195658 0.00374384135768973 0.109875242002642 342.376730390809 0.912572690894096 1400 300
"155" "fixed" "(Intercept)" 0.661995120193335 0.0213952538139034 30.9412136893252 99.2083473630349 9.17800912437411e-53 1425 300
"156" "fixed" "age_center" -0.000406696273070515 0.00379202988741164 -0.107250281549895 341.36995006282 0.914653429576438 1425 300
"157" "fixed" "(Intercept)" 0.66987130106118 0.0211385631465026 31.6895380456363 99.9909672490921 5.9030281791072e-54 1450 300
"158" "fixed" "age_center" -5.35466922683256e-05 0.0037848119059521 -0.0141477816068261 347.21086444013 0.988720205767389 1450 300
"159" "fixed" "(Intercept)" 0.679475456059367 0.0210513524164069 32.2770453232163 99.7880441642898 1.29195497455634e-54 1475 300
"160" "fixed" "age_center" 0.000956908066369097 0.00376091424374075 0.254434960318936 349.239023597467 0.799309291016042 1475 300
"161" "fixed" "(Intercept)" 0.684930128267081 0.0212814182535627 32.1844211746752 100.526035273616 9.56041161140608e-55 1500 300
"162" "fixed" "age_center" 0.00086300671642143 0.00380501381521721 0.22680777477602 355.521887471588 0.82070357274372 1500 300
"163" "fixed" "(Intercept)" 0.687976097019546 0.0214258734656914 32.1095939505654 97.8324922775813 9.29304675185341e-54 1525 300
"164" "fixed" "age_center" 0.000667036337956777 0.00377177054933922 0.176849659657488 345.926692931788 0.85972997676661 1525 300
"165" "fixed" "(Intercept)" 0.695682355845369 0.021377678323334 32.5424653380635 96.9725050109446 5.49795962793738e-54 1550 300
"166" "fixed" "age_center" 0.00144663767325173 0.00374302856196851 0.386488547790008 344.093735924934 0.699373766164323 1550 300
"167" "fixed" "(Intercept)" 0.698763838278885 0.0216605073670431 32.2598093589474 99.7686589238725 1.37671353525747e-54 1575 300
"168" "fixed" "age_center" 0.00185435094648435 0.00382817700671786 0.484395299180327 338.401316562223 0.628418711664467 1575 300
"169" "fixed" "(Intercept)" 0.707292991822585 0.0217874029389435 32.4633915205354 100.215242067652 5.49862746965493e-55 1600 300
"170" "fixed" "age_center" 0.00268024891772058 0.00380993868592696 0.703488727422517 335.088343476069 0.482239742856696 1600 300
"171" "fixed" "(Intercept)" 0.712535345727941 0.021754015736712 32.7541983214377 102.307966181737 4.81687558557904e-56 1625 300
"172" "fixed" "age_center" 0.00311836821675004 0.00379814753298153 0.821023456743434 326.722668958356 0.412231555837749 1625 300
"173" "fixed" "(Intercept)" 0.717869778986997 0.0221135558672413 32.4628830974415 102.90322783655 7.05920884763026e-56 1650 300
"174" "fixed" "age_center" 0.00364482936800863 0.00380766344266348 0.957235171357228 313.510562581019 0.339186136007142 1650 300
"175" "fixed" "(Intercept)" 0.721909609578312 0.0222089923246616 32.5052843021913 101.867050828029 1.37532512024903e-55 1675 300
"176" "fixed" "age_center" 0.0034569151404435 0.00378779319511203 0.912646219678646 302.595280963241 0.362155180888718 1675 300
"177" "fixed" "(Intercept)" 0.728117043879367 0.0222431320673881 32.7344657071429 101.846817525762 7.26509720820072e-56 1700 300
"178" "fixed" "age_center" 0.00410060337433499 0.00379542020382441 1.08040826947253 279.702159734946 0.280891113666466 1700 300
"179" "fixed" "(Intercept)" 0.733822173006813 0.0226928276269709 32.3371853463801 105.324508224862 1.65025303872068e-56 1725 300
"180" "fixed" "age_center" 0.00360259827677861 0.00384833572624948 0.936144487656132 275.266775012743 0.35001935880129 1725 300
"181" "fixed" "(Intercept)" 0.736951874552173 0.0229301591001219 32.1389778123369 105.800310341402 2.0907082217713e-56 1750 300
"182" "fixed" "age_center" 0.00420347677123171 0.00386254910861673 1.08826493929991 269.882798093495 0.277449034214926 1750 300
"183" "fixed" "(Intercept)" 0.739220998840476 0.023113341082264 31.9824380304635 105.818682567115 3.29637431691326e-56 1775 300
"184" "fixed" "age_center" 0.00377861908765351 0.00386390640016399 0.977927179471307 264.352995428417 0.329004418880798 1775 300
"185" "fixed" "(Intercept)" 0.74196701169347 0.0230262805634313 32.2226166596705 104.084866347079 5.83924347686705e-56 1800 300
"186" "fixed" "age_center" 0.00361481436179258 0.00380542077808654 0.949911868513577 256.835403836554 0.343050028012167 1800 300
"187" "fixed" "(Intercept)" 0.747535403725865 0.0227695775279371 32.8304468016009 103.468163178448 1.58971209761111e-56 1825 300
"188" "fixed" "age_center" 0.00450242531198071 0.00377622021054085 1.1923100510433 257.1784473478 0.234238664681612 1825 300
"189" "fixed" "(Intercept)" 0.750281502750857 0.0229368128746915 32.7108001817776 104.286379904316 1.20410999048263e-56 1850 300
"190" "fixed" "age_center" 0.00388081840402916 0.00381203917573267 1.01804263417185 245.534139426024 0.309659765101633 1850 300
"191" "fixed" "(Intercept)" 0.753157710845036 0.0230359476090186 32.6948872965041 105.252124161568 6.07081067552759e-57 1875 300
"192" "fixed" "age_center" 0.00478109222183043 0.00387019407526121 1.2353623949744 241.644928603859 0.217895368591747 1875 300
"193" "fixed" "(Intercept)" 0.756729789906011 0.0226774723147481 33.3692300183683 103.762028234801 2.71020491647922e-57 1900 300
"194" "fixed" "age_center" 0.00430708094015274 0.00380917168868116 1.13071326056295 247.422757540949 0.259270638844561 1900 300
"195" "fixed" "(Intercept)" 0.762126801209049 0.0224806290027653 33.9014891938878 106.572111450686 6.61200532011595e-59 1925 300
"196" "fixed" "age_center" 0.00408606443150583 0.00381070182682447 1.07226033869746 245.728099922049 0.284655047350505 1925 300
"197" "fixed" "(Intercept)" 0.765336998574296 0.0221084839947183 34.6173441271295 104.743991415846 3.70846140315185e-59 1950 300
"198" "fixed" "age_center" 0.00362148908073518 0.0037664895023911 0.961502502114005 249.073778547103 0.337232055450866 1950 300
"199" "fixed" "(Intercept)" 0.768741117883505 0.0219516062115532 35.0198117839283 104.304171764057 1.7402786682011e-59 1975 300
"200" "fixed" "age_center" 0.00395367769550051 0.0037769455512467 1.04679234631685 247.99312798192 0.296214539533853 1975 300
"201" "fixed" "(Intercept)" 0.771958563262849 0.0221382236295423 34.8699415174717 106.619189687401 4.04658750689229e-60 2000 300
"202" "fixed" "age_center" 0.0038426261816646 0.00383395732133308 1.0022610737692 250.950519599368 0.317182947359713 2000 300
"203" "fixed" "(Intercept)" 0.509759418476222 0.0286944407370809 17.7650933554344 24.861643456534 1.22159461180319e-15 -500 325
"204" "fixed" "age_center" -0.00622024638008522 0.00394655193676526 -1.57612175887987 1166.63648398063 0.115268856670749 -500 325
"205" "fixed" "(Intercept)" 0.512015757587218 0.0289291449944437 17.6989592221118 25.4479683916576 8.0666466628299e-16 -475 325
"206" "fixed" "age_center" -0.00635401282740651 0.00393635360894688 -1.61418750921273 1159.33038724105 0.106758880143652 -475 325
"207" "fixed" "(Intercept)" 0.514312448875529 0.0290784821267264 17.6870459274357 22.8628311502937 7.8223844972017e-15 -450 325
"208" "fixed" "age_center" -0.00479745017375642 0.00392489015570845 -1.22231450650381 169.708065756375 0.223283630297657 -450 325
"209" "fixed" "(Intercept)" 0.513912293239342 0.0290609559589024 17.6839431561064 22.6130080038895 9.83052717346214e-15 -425 325
"210" "fixed" "age_center" -0.00418257782153522 0.00393360540724917 -1.06329369331942 160.091503316114 0.289250020881228 -425 325
"211" "fixed" "(Intercept)" 0.513993260128595 0.0293154908538773 17.5331623369565 22.6244100391357 1.16615476249776e-14 -400 325
"212" "fixed" "age_center" -0.00239321662750047 0.00395329737381481 -0.605372275648238 163.49319765046 0.545771066083597 -400 325
"213" "fixed" "(Intercept)" 0.513028013442657 0.0293541640555647 17.4771801530966 22.7056719585686 1.16055436231849e-14 -375 325
"214" "fixed" "age_center" -0.000809460964929763 0.00395815774621047 -0.204504473250148 164.32266190819 0.838212374710729 -375 325
"215" "fixed" "(Intercept)" 0.511141181728632 0.0294873177105313 17.3342718638013 22.8905971999476 1.1734069187823e-14 -350 325
"216" "fixed" "age_center" 0.000727641350314702 0.00398454794760644 0.182615784747126 160.69408459353 0.85532968219026 -350 325
"217" "fixed" "(Intercept)" 0.510357912661547 0.0292757659886323 17.4327774330385 22.6210582833153 1.32049750923017e-14 -325 325
"218" "fixed" "age_center" 0.000820840308922706 0.00397624018820232 0.206436299134588 154.863437276336 0.836721277350763 -325 325
"219" "fixed" "(Intercept)" 0.503597800343001 0.0227605725632439 22.125884528769 100.254338731283 2.29937425047686e-40 -300 325
"220" "fixed" "age_center" 0.00373150059457443 0.00417843721912348 0.893037372321032 412.125059953772 0.37235832111643 -300 325
